Scrip,Date,Qty,Price,days,gain,Total,Type
HEROMOTOCO,2020-09-09,1,2904.45,1103,159.3,2904.45,Buy
HEROMOTOCO,2020-08-17,1,2910,1126,153.75,2910,Buy
HEROMOTOCO,2020-07-14,1,2642.4,1160,421.35,2642.4,Buy
HEROMOTOCO,2020-06-25,1,2495,1179,568.75,2495,Buy
HEROMOTOCO,2020-05-18,1,2092.35,1217,971.4,2092.35,Buy
HEROMOTOCO,2020-03-03,1,2020.5,1293,1043.25,2020.5,Buy
HDFCBANK,2022-02-14,1,1386.07,580,275.68,1386.07,Buy
HDFCBANK,2022-02-14,1,1456.8,580,204.95,1456.8,Buy
HDFCBANK,2022-02-14,1,1477.05,580,184.7,1477.05,Buy
HDFCBANK,2022-01-25,1,1488.87,600,172.88,1488.87,Buy
HDFCBANK,2022-01-25,1,1462.6,600,199.15,1462.6,Buy
HDFCBANK,2022-01-17,1,1619.88,608,41.87,1619.88,Buy
HDFCBANK,2022-01-17,1,1621.09,608,40.66,1621.09,Buy
HDFCBANK,2021-12-15,1,1626.58,641,35.17,1626.58,Buy
HDFCBANK,2021-12-15,1,1622.8,641,38.95,1622.8,Buy
HDFCBANK,2021-11-26,1,1644.02,660,17.73,1644.02,Buy
HDFCBANK,2021-11-18,1,1741.28,668,-79.53,1741.28,Buy
HDFCBANK,2021-11-18,1,1481.22,668,180.53,1481.22,Buy
HDFCBANK,2021-09-27,1,1625.55,720,36.2,1625.55,Buy
HDFCBANK,2021-08-20,1,1501.5,758,160.25,1501.5,Buy
HDFCBANK,2021-06-25,1,1508.85,814,152.9,1508.85,Buy
HDFCBANK,2021-04-19,1,1389.8,881,271.95,1389.8,Buy
HDFCBANK,2021-04-12,1,1367.4,888,294.35,1367.4,Buy
HDFCBANK,2021-03-15,1,1522.2,916,139.55,1522.2,Buy
HDFCBANK,2021-01-28,1,1360.65,962,301.1,1360.65,Buy
HDFCBANK,2021-01-15,1,1453.7,975,208.05,1453.7,Buy
HDFCBANK,2020-12-21,1,1378.45,1000,283.3,1378.45,Buy
HDFCBANK,2020-10-29,1,1183.65,1053,478.1,1183.65,Buy
HDFCBANK,2020-09-22,1,1079.3,1090,582.45,1079.3,Buy
HDFCBANK,2020-09-22,6,1000.6,1090,3966.93,6003.6,Buy
HDFCBANK,2020-09-09,1,1099.95,1103,561.8,1099.95,Buy
HDFCBANK,2020-08-17,1,1029.3,1126,632.45,1029.3,Buy
HDFCBANK,2020-07-14,1,1054.35,1160,607.4,1054.35,Buy
HDFCBANK,2020-06-25,1,1011,1179,650.75,1011,Buy
HDFCBANK,2020-05-18,1,838.35,1217,823.4,838.35,Buy
HDFCBANK,2020-03-03,1,1183.8,1293,477.95,1183.8,Buy
HDFCBANK,2018-08-14,6,1158.01,1860,3022.46,6948.06,Buy
HCLTECH,2019-12-05,10,0,1383,13046,0,Buy
HCLTECH,2018-10-08,7,1070.75,1805,1636.95,7495.25,Buy
HCLTECH,2018-10-08,3,1070.75,1805,701.55,3212.25,Buy
HCLTECH,2023-11-03,13,1266,,,16458,Buy
HCLTECH,2023-11-03,14,1266,,,17724,Buy
GSFC,2019-11-25,9,71.15,1392,914.4,640.35,Buy
GSFC,2019-11-25,1,71.15,1392,101.6,71.15,Buy
GSFC,2019-10-25,8,76.2,1423,772.4,609.6,Buy
GSFC,2019-09-25,2,84.85,1453,175.8,169.7,Buy
GSFC,2019-08-26,6,70.1,1483,615.9,420.6,Buy
GSFC,2019-08-26,2,70.1,1483,205.3,140.2,Buy
GSFC,2019-07-25,5,84.3,1515,442.25,421.5,Buy
GSFC,2019-06-25,6,91.3,1545,488.7,547.8,Buy
GSFC,2019-06-25,1,91.3,1545,81.45,91.3,Buy
GSFC,2019-05-22,5,97.05,1579,378.5,485.25,Buy
GSFC,2019-04-25,5,103.1,1606,348.25,515.5,Buy
GSFC,2019-03-25,5,99.85,1637,364.5,499.25,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,3,565.7,46,-1.65,1697.1,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,41,565.7,46,-22.55,23193.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,1,565.7,46,-0.55,565.7,Buy
DABUR,2023-08-02,2,565.7,46,-1.1,1131.4,Buy
DABUR,2022-02-08,4,563.1,586,8.2,2252.4,Buy
DABUR,2022-01-21,4,550.5,604,58.6,2202,Buy
DABUR,2021-12-24,4,567.9,632,-11,2271.6,Buy
DABUR,2021-11-26,4,604.15,660,-156,2416.6,Buy
DABUR,2021-10-26,4,580.6,691,-61.8,2322.4,Buy
DABUR,2021-10-12,4,618.4,705,-213,2473.6,Buy
DABUR,2021-08-25,4,598.55,753,-133.6,2394.2,Buy
DABUR,2021-07-28,2,597.75,781,-65.2,1195.5,Buy
DABUR,2021-07-28,2,597.75,781,-65.2,1195.5,Buy
DABUR,2021-05-24,4,533.9,846,125,2135.6,Buy
DABUR,2021-05-03,4,545.95,867,76.8,2183.8,Buy
DABUR,2021-03-24,4,532.6,907,130.2,2130.4,Buy
DABUR,2021-02-23,4,502.4,936,251,2009.6,Buy
DABUR,2021-01-07,5,536,983,145.75,2680,Buy
DABUR,2020-12-08,1,500.55,1013,64.6,500.55,Buy
DABUR,2020-12-08,4,500.55,1013,258.4,2002.2,Buy
DABUR,2020-11-11,5,508.9,1040,281.25,2544.5,Buy
DABUR,2020-10-09,2,520.25,1073,89.8,1040.5,Buy
DABUR,2020-10-09,3,520.25,1073,134.7,1560.75,Buy
DABUR,2020-09-04,5,491.6,1108,367.75,2458,Buy
DABUR,2020-08-07,5,511.1,1136,270.25,2555.5,Buy
DABUR,2020-07-08,4,478,1166,348.6,1912,Buy
DABUR,2020-06-09,5,470.5,1195,473.25,2352.5,Buy
DABUR,2020-05-07,4,442.2,1228,491.8,1768.8,Buy
DABUR,2020-04-13,4,481.9,1252,333,1927.6,Buy
DABUR,2020-03-11,2,484.45,1285,161.4,968.9,Buy
DABUR,2020-02-11,2,513.4,1314,103.5,1026.8,Buy
DABUR,2020-01-13,4,475.2,1343,359.8,1900.8,Buy
DABUR,2019-12-11,1,453.45,1376,111.7,453.45,Buy
DABUR,2019-12-11,1,453.45,1376,111.7,453.45,Buy
DABUR,2019-12-11,3,453.45,1376,335.1,1360.35,Buy
DABUR,2019-11-08,1,477.4,1409,87.75,477.4,Buy
DABUR,2019-11-08,3,477.4,1409,263.25,1432.2,Buy
DABUR,2019-10-09,4,438,1439,508.6,1752,Buy
DABUR,2019-09-09,4,445,1469,480.6,1780,Buy
DABUR,2019-08-08,3,436.8,1501,385.05,1310.4,Buy
DABUR,2019-07-08,5,406.8,1532,791.75,2034,Buy
DABUR,2019-06-04,4,408.15,1566,628,1632.6,Buy
DABUR,2019-06-04,1,408.15,1566,157,408.15,Buy
COALINDIA,2022-02-08,8,158.6,586,965.6,1268.8,Buy
COALINDIA,2022-01-21,8,158.75,604,964.4,1270,Buy
COALINDIA,2021-12-24,8,145.75,632,1068.4,1166,Buy
COALINDIA,2021-11-26,8,156.5,660,982.4,1252,Buy
COALINDIA,2021-10-26,8,173.1,691,849.6,1384.8,Buy
COALINDIA,2021-10-12,8,193.95,705,682.8,1551.6,Buy
COALINDIA,2021-08-25,8,138.2,753,1128.8,1105.6,Buy
COALINDIA,2021-07-28,8,141.95,781,1098.8,1135.6,Buy
COALINDIA,2021-05-24,12,149.05,846,1563,1788.6,Buy
COALINDIA,2021-05-03,12,132.5,867,1761.6,1590,Buy
COALINDIA,2021-03-24,12,133.35,907,1751.4,1600.2,Buy
COALINDIA,2021-02-23,4,137.3,936,568,549.2,Buy
COALINDIA,2021-02-23,8,137.3,936,1136,1098.4,Buy
COALINDIA,2021-01-07,12,136.55,983,1713,1638.6,Buy
COALINDIA,2020-12-08,12,133.4,1013,1750.8,1600.8,Buy
COALINDIA,2020-11-11,12,125.35,1040,1847.4,1504.2,Buy
COALINDIA,2020-10-09,12,115.55,1073,1965,1386.6,Buy
COALINDIA,2020-09-04,13,134.2,1108,1886.3,1744.6,Buy
COALINDIA,2020-08-07,13,129.6,1136,1946.1,1684.8,Buy
COALINDIA,2020-07-08,11,132.35,1166,1616.45,1455.85,Buy
COALINDIA,2020-06-09,13,145.1,1195,1744.6,1886.3,Buy
COALINDIA,2020-05-07,11,130.7,1228,1634.6,1437.7,Buy
COALINDIA,2020-04-13,11,144.7,1252,1480.6,1591.7,Buy
COALINDIA,2020-03-11,14,159.9,1285,1671.6,2238.6,Buy
COALINDIA,2020-02-11,32,178.1,1314,3238.4,5699.2,Buy
COALINDIA,2020-01-13,11,209.45,1343,768.35,2303.95,Buy
COALINDIA,2019-12-11,14,187,1376,1292.2,2618,Buy
COALINDIA,2019-11-08,9,213.3,1409,594,1919.7,Buy
COALINDIA,2019-10-09,14,185.65,1439,1311.1,2599.1,Buy
COALINDIA,2019-09-09,15,198.65,1469,1209.75,2979.75,Buy
COALINDIA,2019-08-08,13,209.8,1501,903.5,2727.4,Buy
COALINDIA,2019-07-08,12,236.7,1532,511.2,2840.4,Buy
COALINDIA,2019-06-04,10,262.4,1566,169,2624,Buy
BHARTIARTL,2022-02-14,2,697.95,580,476.4,1395.9,Buy
BHARTIARTL,2022-01-25,2,713,600,446.3,1426,Buy
BHARTIARTL,2021-09-27,3,723.85,720,636.9,2171.55,Buy
BHARTIARTL,2021-08-20,3,620.2,758,947.85,1860.6,Buy
BHARTIARTL,2021-06-25,3,530.4,814,1217.25,1591.2,Buy
BHARTIARTL,2021-04-19,1,526.9,881,409.25,526.9,Buy
BHARTIARTL,2021-04-19,2,526.9,881,818.5,1053.8,Buy
BHARTIARTL,2021-04-12,3,522.05,888,1242.3,1566.15,Buy
BHARTIARTL,2021-03-15,3,520.1,916,1248.15,1560.3,Buy
BHARTIARTL,2021-01-28,3,570,962,1098.45,1710,Buy
BHARTIARTL,2021-01-15,3,602.4,975,1001.25,1807.2,Buy
BHARTIARTL,2020-12-21,5,491.75,1000,2222,2458.75,Buy
BHARTIARTL,2020-10-29,5,450.25,1053,2429.5,2251.25,Buy
BHARTIARTL,2020-09-09,5,495.9,1103,2201.25,2479.5,Buy
BHARTIARTL,2020-08-17,5,526.5,1126,2048.25,2632.5,Buy
BHARTIARTL,2020-07-14,5,585.5,1160,1753.25,2927.5,Buy
BHARTIARTL,2020-06-25,5,555.25,1179,1904.5,2776.25,Buy
BHARTIARTL,2020-05-18,5,549.05,1217,1935.5,2745.25,Buy
BHARTIARTL,2020-03-03,3,528.6,1293,1222.65,1585.8,Buy
BHARTIARTL,2020-03-03,1,528.6,1293,407.55,528.6,Buy
BAJAJFINSV,2023-10-18,24,1630,,,39120,Buy
BAJAJFINSV,2023-10-18,6,1630,,,9780,Buy
BAJFINANCE,2022-02-14,1,6860,580,632.2,6860,Buy
BAJFINANCE,2022-01-25,1,6834.95,600,657.25,6834.95,Buy
BAJFINANCE,2021-09-27,1,7778.5,720,-286.3,7778.5,Buy
BAJFINANCE,2021-08-20,1,6576,758,916.2,6576,Buy
BAJFINANCE,2021-06-25,1,6061.4,814,1430.8,6061.4,Buy
BAJFINANCE,2021-04-19,1,4433.7,881,3058.5,4433.7,Buy
BAJFINANCE,2021-04-12,1,4555.5,888,2936.7,4555.5,Buy
BAJFINANCE,2021-03-15,1,5388,916,2104.2,5388,Buy
BAJFINANCE,2021-01-28,1,4842.75,962,2649.45,4842.75,Buy
BAJFINANCE,2021-01-15,1,4916.65,975,2575.55,4916.65,Buy
BAJFINANCE,2020-12-21,1,5022.75,1000,2469.45,5022.75,Buy
BAJFINANCE,2020-10-29,1,3363.35,1053,4128.85,3363.35,Buy
BAJFINANCE,2020-09-09,1,3440,1103,4052.2,3440,Buy
BAJFINANCE,2020-08-17,1,3364.55,1126,4127.65,3364.55,Buy
BAJFINANCE,2020-07-14,1,3148.85,1160,4343.35,3148.85,Buy
BAJFINANCE,2020-06-25,1,2856.2,1179,4636,2856.2,Buy
BAJFINANCE,2020-05-18,1,1963,1217,5529.2,1963,Buy
BAJFINANCE,2020-03-03,1,4448.9,1293,3043.3,4448.9,Buy
BAJAJ-AUTO,2023-01-04,12,3548.8,256,18980.4,42585.6,Buy
BAJAJ-AUTO,2022-02-08,1,3454.5,586,1676,3454.5,Buy
BAJAJ-AUTO,2022-01-21,1,3463.75,604,1666.75,3463.75,Buy
BAJAJ-AUTO,2021-12-24,1,3150.35,632,1980.15,3150.35,Buy
BAJAJ-AUTO,2021-11-26,1,3354.8,660,1775.7,3354.8,Buy
BAJAJ-AUTO,2021-10-26,1,3794,691,1336.5,3794,Buy
BAJAJ-AUTO,2021-10-12,1,3972,705,1158.5,3972,Buy
BAJAJ-AUTO,2021-08-25,1,3736.4,753,1394.1,3736.4,Buy
BAJAJ-AUTO,2021-07-28,1,3799.1,781,1331.4,3799.1,Buy
BAJAJ-AUTO,2021-05-24,1,4160,846,970.5,4160,Buy
BAJAJ-AUTO,2021-05-03,1,3864.6,867,1265.9,3864.6,Buy
BAJAJ-AUTO,2021-03-24,1,3625.05,907,1505.45,3625.05,Buy
BAJAJ-AUTO,2021-02-23,1,3936.45,936,1194.05,3936.45,Buy
BAJAJ-AUTO,2021-01-07,1,3455,983,1675.5,3455,Buy
BAJAJ-AUTO,2020-12-08,1,3333.5,1013,1797,3333.5,Buy
BAJAJ-AUTO,2020-11-11,1,3012,1040,2118.5,3012,Buy
BAJAJ-AUTO,2020-10-09,1,3050.65,1073,2079.85,3050.65,Buy
BAJAJ-AUTO,2020-09-04,1,2869.6,1108,2260.9,2869.6,Buy
BAJAJ-AUTO,2020-08-07,1,3004.5,1136,2126,3004.5,Buy
BAJAJ-AUTO,2020-07-08,1,2845,1166,2285.5,2845,Buy
BAJAJ-AUTO,2020-06-09,1,2777.85,1195,2352.65,2777.85,Buy
BAJAJ-AUTO,2020-05-07,1,2405,1228,2725.5,2405,Buy
BAJAJ-AUTO,2020-04-13,1,2344.4,1252,2786.1,2344.4,Buy
BAJAJ-AUTO,2020-03-11,2,2583,1285,5095,5166,Buy
BAJAJ-AUTO,2020-02-11,1,3143.85,1314,1986.65,3143.85,Buy
BAJAJ-AUTO,2020-01-13,1,3113.95,1343,2016.55,3113.95,Buy
BAJAJ-AUTO,2019-12-11,1,3245.65,1376,1884.85,3245.65,Buy
BAJAJ-AUTO,2019-11-08,1,3271.5,1409,1859,3271.5,Buy
BAJAJ-AUTO,2019-10-09,1,2892.95,1439,2237.55,2892.95,Buy
BAJAJ-AUTO,2019-09-09,1,2818.25,1469,2312.25,2818.25,Buy
BAJAJ-AUTO,2019-08-08,1,2622,1501,2508.5,2622,Buy
BAJAJ-AUTO,2019-07-08,1,2784.9,1532,2345.6,2784.9,Buy
BAJAJ-AUTO,2019-06-04,1,2987.05,1566,2143.45,2987.05,Buy
AXISBANK,2022-02-08,2,777.2,586,499.2,1554.4,Buy
AXISBANK,2022-01-21,2,716.65,604,620.3,1433.3,Buy
AXISBANK,2021-12-24,2,666.75,632,720.1,1333.5,Buy
AXISBANK,2021-11-26,2,665.8,660,722,1331.6,Buy
AXISBANK,2021-10-26,2,840.7,691,372.2,1681.4,Buy
AXISBANK,2021-10-12,2,791.8,705,470,1583.6,Buy
AXISBANK,2021-08-25,3,744.15,753,847.95,2232.45,Buy
AXISBANK,2021-07-28,3,715,781,935.4,2145,Buy
AXISBANK,2021-05-24,4,735.4,846,1165.6,2941.6,Buy
AXISBANK,2021-05-03,4,705.1,867,1286.8,2820.4,Buy
AXISBANK,2021-03-24,4,714.95,907,1247.4,2859.8,Buy
AXISBANK,2021-02-23,4,720,936,1227.2,2880,Buy
AXISBANK,2021-01-07,6,668,983,2152.8,4008,Buy
AXISBANK,2020-12-08,6,618.85,1013,2447.7,3713.1,Buy
AXISBANK,2020-11-11,6,599.85,1040,2561.7,3599.1,Buy
AXISBANK,2020-10-09,6,463.4,1073,3380.4,2780.4,Buy
AXISBANK,2020-09-04,6,465.9,1108,3365.4,2795.4,Buy
AXISBANK,2020-08-07,6,434.85,1136,3551.7,2609.1,Buy
AXISBANK,2020-07-08,5,449.8,1166,2885,2249,Buy
AXISBANK,2020-06-09,6,429.7,1195,3582.6,2578.2,Buy
AXISBANK,2020-05-07,5,396.9,1228,3149.5,1984.5,Buy
AXISBANK,2020-04-13,3,413.8,1252,1839,1241.4,Buy
AXISBANK,2020-04-13,2,413.8,1252,1226,827.6,Buy
AXISBANK,2020-03-11,7,619.35,1285,2852.15,4335.45,Buy
AXISBANK,2020-02-11,3,753.4,1314,820.2,2260.2,Buy
AXISBANK,2020-01-13,5,744.15,1343,1413.25,3720.75,Buy
AXISBANK,2019-12-11,4,717.6,1376,1236.8,2870.4,Buy
AXISBANK,2019-11-08,3,731.9,1409,884.7,2195.7,Buy
AXISBANK,2019-10-09,3,677.55,1439,1047.75,2032.65,Buy
AXISBANK,2019-09-09,4,673.75,1469,1412.2,2695,Buy
AXISBANK,2019-08-08,4,653.75,1501,1492.2,2615,Buy
AXISBANK,2019-07-08,3,796.35,1532,691.35,2389.05,Buy
AXISBANK,2019-06-04,3,824.95,1566,605.55,2474.85,Buy
ASIANPAINT,2023-02-10,15,2802.05,219,5918.25,42030.75,Buy
ASIANPAINT,2022-02-04,1,3224.45,590,-27.85,3224.45,Buy
ASIANPAINT,2022-01-14,1,3352,611,-155.4,3352,Buy
ASIANPAINT,2021-12-06,1,3046.65,650,149.95,3046.65,Buy
ASIANPAINT,2021-11-09,1,3149.4,677,47.2,3149.4,Buy
ASIANPAINT,2021-11-03,1,3169.25,683,27.35,3169.25,Buy
ASIANPAINT,2021-09-08,1,3312.35,739,-115.75,3312.35,Buy
ASIANPAINT,2021-08-11,1,2966.85,767,229.75,2966.85,Buy
ASIANPAINT,2021-07-08,1,3025.15,801,171.45,3025.15,Buy
ASIANPAINT,2021-06-09,1,2943,830,253.6,2943,Buy
ASIANPAINT,2021-05-10,1,2557.15,860,639.45,2557.15,Buy
ASIANPAINT,2021-05-06,1,2532.6,864,664,2532.6,Buy
ASIANPAINT,2021-04-06,1,2590.05,894,606.55,2590.05,Buy
ASIANPAINT,2021-03-08,1,2403.9,923,792.7,2403.9,Buy
ASIANPAINT,2021-02-16,1,2422.9,943,773.7,2422.9,Buy
ASIANPAINT,2021-01-25,1,2523.95,965,672.65,2523.95,Buy
ASIANPAINT,2020-12-28,1,2667.85,993,528.75,2667.85,Buy
ASIANPAINT,2020-11-24,1,2218,1027,978.6,2218,Buy
ASIANPAINT,2020-10-23,1,2113.4,1059,1083.2,2113.4,Buy
ASIANPAINT,2020-09-22,1,1936.8,1090,1259.8,1936.8,Buy
ASIANPAINT,2020-08-31,1,1946.4,1112,1250.2,1946.4,Buy
ASIANPAINT,2020-07-24,1,1694.2,1150,1502.4,1694.2,Buy
ASIANPAINT,2020-06-25,1,1742.05,1179,1454.55,1742.05,Buy
ASIANPAINT,2020-05-22,1,1613.5,1213,1583.1,1613.5,Buy
ASIANPAINT,2020-04-27,1,1827.1,1238,1369.5,1827.1,Buy
ASIANPAINT,2020-03-30,1,1610.2,1266,1586.4,1610.2,Buy
ASIANPAINT,2020-02-25,1,1836.45,1300,1360.15,1836.45,Buy
ASIANPAINT,2020-01-23,1,1766.5,1333,1430.1,1766.5,Buy
ASIANPAINT,2019-12-23,1,1801.75,1364,1394.85,1801.75,Buy
ASIANPAINT,2019-11-22,1,1701.7,1395,1494.9,1701.7,Buy
ASIANPAINT,2019-10-22,1,1803.8,1426,1392.8,1803.8,Buy
ASIANPAINT,2019-09-25,2,1753.6,1453,2886,3507.2,Buy
ASIANPAINT,2019-08-22,4,1580.8,1487,6463.2,6323.2,Buy
ASIANPAINT,2019-07-22,1,1398.85,1518,1797.75,1398.85,Buy
ASIANPAINT,2019-05-22,1,1348.6,1579,1848,1348.6,Buy
ASIANPAINT,2019-04-25,1,1448.4,1606,1748.2,1448.4,Buy
ASIANPAINT,2019-03-25,1,1460.15,1637,1736.45,1460.15,Buy
ASIANPAINT,,1,2977.85,,,2977.85,Current
AXISBANK,,1,988.3,,,988.3,Current
BAJAJ-AUTO,,,5368.95,,,5368.95,Current
BAJAJFINSV,,,1538.3,,,1538.3,Current
BAJFINANCE,,,7420.2,,,7420.2,Current
BHARTIARTL,,,930.75,,,930.75,Current
COALINDIA,,,312,,,312,Current
DABUR,,,535.5,,,535.5,Current
GSFC,,,194.25,,,194.25,Current
HCLTECH,,,1267.75,,,1267.75,Current
HDFCBANK,,,1483.75,,,1483.75,Current
HEROMOTOCO,,,3088.05,,,3088.05,Current
HINDUNILVR,,,2509.25,,,2509.25,Current
ICICIBANK,,,933.8,,,933.8,Current
INDUSINDBK,,,1450.25,,,1450.25,Current
INFY,,,1389.1,,,1389.1,Current
ITC,,,433.55,,,433.55,Current
JSWSTEEL,,,746.3,,,746.3,Current
KOTAKBANK,,,1732,,,1732,Current
LT,,,2911.25,,,2911.25,Current
M&M,,,1469,,,1469,Current
MARUTI,,,10276.3,,,10276.3,Current
MASTEK,,,2235.4,,,2235.4,Current
MOIL,,,235.85,,,235.85,Current
NATIONALUM,,,93.05,,,93.05,Current
NMDC,,,159.5,,,159.5,Current
NTPC,,,234.35,,,234.35,Current
ONGC,,,190,,,190,Current
POWERGRID,,,204.4,,,204.4,Current
RELIANCE,,,2319.7,,,2319.7,Current
SBIN,,,578.15,,,578.15,Current
SJVN,,,73.86,,,73.86,Current
SUNPHARMA,,,1141.1,,,1141.1,Current
TAKE-T,,,20.7,,,20.7,Current
TATASTEEL,,,117.3,,,117.3,Current
TCS,,,3350.9,,,3350.9,Current
TECHM,,,1133.1,,,1133.1,Current
TIMETECHNO,,,164.35,,,164.35,Current
TITAN,,,3274.5,,,3274.5,Current
ULTRACEMCO,,,8522.6,,,8522.6,Current
