,Type,Date,Set Time,Title,Amount,Currency,Exchange Rate,Category Group Name,Category,Account,Notes,Labels,Status
70,Expense,2023-04-15 19:58:46,19:58,Hair cut,-250.0,INR,1.0,Household,Maintenance,Dipti Savings,,0 Dipti,None
73,Expense,2023-04-15 14:38:52,14:38,Frozen Bottle,-1052.0,INR,1.0,Entertainment,FoodDelivery,AmitK CC,,0 Family,None
74,Expense,2023-04-14 19:53:07,19:53,Natak food etc,-850.0,INR,1.0,Entertainment,Party,Dipti Savings,,0 Dipti,None
76,Expense,2023-04-13 19:35:31,19:35,Pani puri,-40.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Dipti,None
77,Expense,2023-04-13 19:35:10,19:35,Steel shop,-1250.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
78,Expense,2023-04-13 14:42:47,14:42,Household stuff,-120.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
79,Expense,2023-04-13 14:42:38,14:42,Amul ice cream,-370.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
80,Expense,2023-04-13 14:42:20,14:42,Ganesh Sweets,-175.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
81,Expense,2023-04-13 14:42:14,14:42,Grocery Goyal,-130.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
82,Expense,2023-04-12 13:07:12,13:07,Amazon Prime renew,-1500.0,INR,1.0,Entertainment,Movies,AmitK CC,,0 Family,None
83,Expense,2023-04-12 12:39:08,12:39,Veggies,-256.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
84,Expense,2023-04-11 18:11:30,18:11,Maid extra,-200.0,INR,1.0,Household,Monthly,Dipti Savings,,0 Family,None
85,Expense,2023-04-11 18:10:29,18:10,Milind Bakery,-203.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
86,Expense,2023-04-10 11:45:49,11:45,BB coffee,-51.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
87,Expense,2023-04-09 18:58:42,18:58,Petrol,-1200.0,INR,1.0,Travel,Fuel,AmitK CC,,Murud_Apr2023,None
88,Expense,2023-04-09 18:58:26,18:58,Dinner Eatfit,-723.0,INR,1.0,Entertainment,FoodDelivery,Sodexho,,Murud_Apr2023,None
89,Expense,2023-04-09 16:57:24,16:57,Curd,-80.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
90,Expense,2023-04-09 16:57:15,16:57,Idli batter,-35.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
91,Expense,2023-04-09 16:56:58,16:56,Reddy vada paav,-98.0,INR,1.0,Entertainment,FoodDelivery,AmitK Savings,,0 Family,None
92,Expense,2023-04-09 16:20:28,16:20,Veggies,-115.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
93,Expense,2023-04-09 16:19:51,16:19,Murud city entry,-20.0,INR,1.0,Travel,Travel,Wallet,,Murud_Apr2023,None
94,Expense,2023-04-09 16:19:16,16:19,Murud Marina restaurant,-1635.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,Murud_Apr2023,None
95,Expense,2023-04-09 16:18:59,16:18,Murud hotel booking 2,-4600.0,INR,1.0,Travel,Booking,AmitK Savings,,Murud_Apr2023,None
96,Expense,2023-04-09 08:36:38,08:36,Breakfast,-45.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,Murud_Apr2023,None
97,Expense,2023-04-08 13:31:52,13:31,Fort entry,-50.0,INR,1.0,Travel,Booking,Wallet,,Murud_Apr2023,None
98,Expense,2023-04-08 13:31:23,13:31,Boat tip,-200.0,INR,1.0,Travel,Travel,Wallet,,Murud_Apr2023,None
99,Expense,2023-04-08 13:30:14,13:30,Janjira boat,-240.0,INR,1.0,Travel,Cab,Wallet,,Murud_Apr2023,None
100,Expense,2023-04-08 13:29:59,13:29,Breakfast,-195.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,Murud_Apr2023,None
101,Expense,2023-04-08 09:23:22,09:23,Ice gola,-20.0,INR,1.0,Entertainment,Dining Out,Wallet,,Murud_Apr2023,None
102,Expense,2023-04-07 14:44:26,14:44,Toll,-287.0,INR,1.0,Travel,Travel,AmitK Savings,,Murud_Apr2023,None
103,Expense,2023-04-07 14:43:12,14:43,Lunch Murud,-700.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,Murud_Apr2023,None
104,Expense,2023-04-07 14:41:56,14:41,Kokam sarbat,-40.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,Murud_Apr2023,None
105,Expense,2023-04-07 14:41:31,14:41,Pali temple parking,-40.0,INR,1.0,Travel,Parking,Wallet,,Murud_Apr2023,None
106,Expense,2023-04-07 14:40:40,14:40,Petrol,-1500.0,INR,1.0,Travel,Fuel,AmitK CC,,Murud_Apr2023,None
107,Expense,2023-04-07 09:16:08,09:16,Breakfast Tawde Vada,-301.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,Murud_Apr2023,None
108,Expense,2023-04-07 08:37:06,08:37,Water,-20.0,INR,1.0,Entertainment,Dining Out,Wallet,,Murud_Apr2023,None
109,Expense,2023-04-06 10:33:48,10:33,Murud hotel booking 1,-1000.0,INR,1.0,Travel,Booking,AmitK Savings,,Murud_Apr2023,None
110,Expense,2023-04-06 10:33:36,10:33,Garg Pedhi,-221.0,INR,1.0,Household,Grocery,Dipti Savings,,Murud_Apr2023,None
111,Expense,2023-04-06 10:33:08,10:33,Milind Bakery,-250.0,INR,1.0,Household,Grocery,Dipti Savings,,Murud_Apr2023,None
116,Expense,2023-04-05 07:20:46,07:20,UrbanClap spa,-1020.0,INR,1.0,Entertainment,Party,Dipti Savings,,0 Dipti,None
117,Expense,2023-04-05 07:00:17,07:00,Renuga pipe gas bill,-581.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
118,Expense,2023-04-04 18:31:43,18:31,Marathi Play,-435.0,INR,1.0,Entertainment,Movies,Dipti Savings,,0 Dipti,None
120,Expense,2023-04-03 20:40:23,20:40,Milind Bakery,-246.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
121,Expense,2023-04-03 20:39:57,20:39,Luxor property tax,-2584.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Family,None
122,Expense,2023-04-02 21:48:02,21:48,Nycil,-40.0,INR,1.0,Household,HouseholdItems,AmitK Savings,,0 Family,None
123,Expense,2023-04-02 19:40:17,19:40,Amit Saloon,-200.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Amit,None
124,Expense,2023-04-02 19:40:09,19:40,Veggies,-170.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
125,Expense,2023-04-02 19:39:49,19:39,Paav,-30.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
126,Expense,2023-04-02 15:40:52,15:40,Lunch 24K Kraft,-4530.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Family,None
130,Expense,2023-04-01 19:43:28,19:43,Dinner Barbeque Nation,-641.0,INR,1.0,Entertainment,FoodDelivery,Sodexho,,0 Family,None
131,Expense,2023-04-01 13:22:51,13:22,Veggies,-40.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
132,Expense,2023-04-01 13:20:23,13:20,Verna new tyres,-33221.0,INR,1.0,Travel,Maintenance,AmitK CC,,0 Family,None
134,Expense,2023-04-01 09:33:39,09:33,BigBasket,-1724.0,INR,1.0,Household,Grocery,AmitK CC,,0 Family,None
0,Expense,2023-03-31 17:44:51,17:44,Samosa Paav,-70.0,INR,1.0,Entertainment,FoodDelivery,Dipti Savings,,0 Family,None
1,Expense,2023-03-31 16:07:26,16:07,Spice Route stuff,-3700.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
3,Expense,2023-03-30 20:24:55,20:24,Nyaka,-367.0,INR,1.0,Entertainment,Shopping,Dipti Savings,,0 Dipti,None
4,Expense,2023-03-30 20:04:50,20:04,Chaat,-85.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Dipti,None
5,Expense,2023-03-30 13:32:52,13:32,Veggies,-230.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
6,Expense,2023-03-30 07:00:55,07:00,Nyati Cook,-4000.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
7,Expense,2023-03-30 07:00:36,07:00,Nyati Milk,-1600.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
8,Expense,2023-03-30 07:00:24,07:00,Car clenaing,-700.0,INR,1.0,Household,Monthly,Wallet,,0 Family,None
9,Expense,2023-03-30 07:00:16,07:00,Nyati Newspaper,-170.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
10,Expense,2023-03-29 19:57:46,19:57,Activa petrol,-451.0,INR,1.0,Travel,Fuel,AmitK Savings,,0 Family,None
11,Expense,2023-03-29 07:55:53,07:55,Nyati Maid 2,-1600.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
12,Expense,2023-03-27 17:48:36,17:48,Stationary,-125.0,INR,1.0,Household,School,Dipti Savings,,0 Adi,None
13,Expense,2023-03-27 17:48:35,17:48,Oti stuff,-50.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
14,Expense,2023-03-26 10:24:07,10:24,BigBasket,-1710.0,INR,1.0,Household,Grocery,Sodexho,,0 Family,None
15,Expense,2023-03-26 07:55:18,07:55,Nyati Electricity bill,-1200.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
16,Expense,2023-03-25 18:28:11,18:28,Veggies,-25.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family Health ,None
17,Expense,2023-03-25 11:58:53,11:58,Milind Bakery,-260.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
18,Expense,2023-03-25 11:43:46,11:43,Print outs,-17.0,INR,1.0,Household,School,Dipti Savings,,0 Dipti,None
19,Expense,2023-03-25 11:43:31,11:43,Biscuit,-25.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
20,Expense,2023-03-25 11:43:22,11:43,Basmati rice,-80.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
21,Expense,2023-03-25 11:43:09,11:43,Gift wrapping,-20.0,INR,1.0,Others,Gift,Dipti Savings,,0 Family,None
22,Expense,2023-03-25 11:42:59,11:42,Veggies,-250.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family Health ,None
23,Expense,2023-03-25 10:24:17,10:24,Breakfast Chhole Bhature,-330.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
24,Expense,2023-03-25 09:54:03,09:54,Licious Chicken,-446.0,INR,1.0,Household,Grocery,AmitK CC,,0 Adi 0 Amit,None
27,Expense,2023-03-24 10:24:39,10:24,Precision training,-9000.0,INR,1.0,Household,School,Dipti Savings,,0 Dipti,None
31,Expense,2023-03-23 21:07:36,21:07,Fruits,-400.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
32,Expense,2023-03-23 19:06:49,19:06,BB coffee,-20.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
33,Expense,2023-03-23 19:06:43,19:06,BB coffee,-31.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
34,Expense,2023-03-23 19:06:22,19:06,Kwality Walls,-878.0,INR,1.0,Household,Grocery,Wallet,,0 Family,None
35,Expense,2023-03-22 21:15:26,21:15,Battery for weighing machine,-30.0,INR,1.0,Household,Maintenance,Dipti Savings,,0 Family,None
36,Expense,2023-03-22 21:15:20,21:15,Eggs,-60.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
37,Expense,2023-03-22 21:15:05,21:15,Grocery Goyal,-125.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
38,Expense,2023-03-21 21:00:01,21:00,Amazon shopping,-1701.0,INR,1.0,Entertainment,Shopping,AmitK CC,,0 Family,None
39,Expense,2023-03-21 19:45:17,19:45,Mango leaves,-20.0,INR,1.0,Household,Maintenance,Dipti Savings,,0 Family,None
40,Expense,2023-03-21 19:44:58,19:44,Haar,-20.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
41,Expense,2023-03-21 19:44:39,19:44,Samosa,-38.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Amit,None
42,Expense,2023-03-21 19:44:14,19:44,Samosa,-20.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Adi,None
43,Expense,2023-03-21 14:15:33,14:15,Electric board repair,-1000.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Family,None
44,Expense,2023-03-21 14:15:13,14:15,Piped gas repair,-100.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Family,None
45,Expense,2023-03-21 13:27:05,13:27,Auto Nyati,-160.0,INR,1.0,Travel,Cab,Dipti Savings,,0 Dipti,None
46,Expense,2023-03-21 13:26:26,13:26,Garg Pedhi,-260.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Family,None
47,Expense,2023-03-21 13:26:16,13:26,Vastra,-5.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
48,Expense,2023-03-21 13:26:05,13:26,Flowers,-60.0,INR,1.0,Household,HouseholdItems,Dipti Savings,,0 Family,None
49,Expense,2023-03-20 13:26:49,13:26,Auto KYN,-131.0,INR,1.0,Travel,Travel,Dipti Savings,,0 Dipti,None
50,Expense,2023-03-19 12:47:12,12:47,Licious Chicken,-597.0,INR,1.0,Household,Grocery,AmitK CC,,0 Adi 0 Amit,None
51,Expense,2023-03-19 07:00:53,07:00,Airtel Black charges,-954.0,INR,1.0,Household,Monthly,AmitK CC,,0 Family,None
52,Expense,2023-03-18 19:51:54,19:51,Veggies,-240.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family Health ,None
53,Expense,2023-03-18 19:51:42,19:51,Grocery Goyal,-287.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
54,Expense,2023-03-17 20:06:51,20:06,Amit Saloon,-400.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Amit,None
55,Expense,2023-03-17 20:06:43,20:06,Adi saloon,-100.0,INR,1.0,Household,Maintenance,AmitK Savings,,0 Adi,None
56,Expense,2023-03-17 20:06:31,20:06,Laptop battery,-1800.0,INR,1.0,Household,School,AmitK Savings,,0 Family,None
57,Expense,2023-03-17 15:48:08,15:48,Amazon Fresh,-1560.0,INR,1.0,Household,Grocery,AmitK CC,,0 Family,None
58,Expense,2023-03-17 13:27:09,13:27,Ice cream,-500.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Dipti,None
59,Expense,2023-03-17 13:27:08,13:27,Kid gift,-100.0,INR,1.0,Others,Gift,Dipti Savings,,0 Family,None
60,Expense,2023-03-17 13:27:07,13:27,Dry fruits,-330.0,INR,1.0,Household,Grocery,Dipti Savings,,0 Dipti,None
61,Expense,2023-03-17 13:27:06,13:27,Auto Dmbl,-250.0,INR,1.0,Travel,Cab,Dipti Savings,,0 Dipti,None
62,Expense,2023-03-17 13:27:05,13:27,Girls party,-400.0,INR,1.0,Entertainment,Party,Dipti Savings,,0 Dipti,None
63,Expense,2023-03-17 13:27:04,13:27,Jyo lunch,-1000.0,INR,1.0,Entertainment,Party,Dipti Savings,,0 Dipti,None
64,Expense,2023-03-17 12:03:07,12:03,Milind Bakery,-295.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
65,Expense,2023-03-16 17:02:27,17:02,Sugarcane juice,-50.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,0 Adi 0 Amit,None
66,Expense,2023-03-16 17:02:07,17:02,Courier cheques,-150.0,INR,1.0,Household,HouseholdItems,AmitK Savings,,0 Family,None
67,Expense,2023-03-15 10:30:49,10:30,Vada paav,-15.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Dipti,None
68,Expense,2023-03-15 10:30:32,10:30,Auto PUN,-156.0,INR,1.0,Travel,Cab,Dipti Savings,,0 Dipti,None
69,Expense,2023-03-14 17:03:05,17:03,Sri Sai Vada Paav,-39.0,INR,1.0,Entertainment,FoodDelivery,Dipti Savings,,0 Family,None
70,Expense,2023-03-14 17:03:04,17:03,Pani puri,-60.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Dipti,None
71,Expense,2023-03-14 16:22:46,16:22,BB coffee,-35.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
72,Expense,2023-03-14 07:22:31,07:22,IRCTC KYN PNQ,-589.0,INR,1.0,Travel,Booking,Dipti Savings,,0 Dipti,None
73,Expense,2023-03-14 07:22:00,07:22,IRCTC PNQ KYN,-117.0,INR,1.0,Travel,Booking,Dipti Savings,,0 Dipti,None
74,Expense,2023-03-13 17:58:24,17:58,Fruits,-350.0,INR,1.0,Household,Grocery,AmitK Savings,,0 Family,None
75,Expense,2023-03-13 16:58:05,16:58,BB coffee,-71.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
76,Expense,2023-03-13 07:23:32,07:23,Kisan Connect,-423.0,INR,1.0,Household,Grocery,Sodexho,,0 Family Health ,None
77,Expense,2023-03-12 19:52:00,19:52,Dinner Vishranti,-573.0,INR,1.0,Entertainment,FoodDelivery,AmitK Savings,,0 Family,None
78,Expense,2023-03-12 19:38:53,19:38,Knife sharpening,-200.0,INR,1.0,Household,HouseholdItems,Wallet,,0 Family,None
79,Expense,2023-03-12 19:38:41,19:38,T shirt,-677.0,INR,1.0,Entertainment,Shopping,Dipti Savings,,0 Dipti,None
80,Expense,2023-03-12 11:35:23,11:35,Power plug,-90.0,INR,1.0,Entertainment,Dining Out,AmitK CC,,0 Family,None
81,Expense,2023-03-11 14:32:52,14:32,Lunch Novotel,-2134.0,INR,1.0,Entertainment,Party,AmitK CC,,0 Family,None
82,Expense,2023-03-10 21:17:36,21:17,Novotel bakery,-184.0,INR,1.0,Entertainment,Party,AmitK CC,,0 Family,None
83,Expense,2023-03-10 21:17:25,21:17,Swiggy Insta,-138.0,INR,1.0,Entertainment,Party,Dipti Savings,,0 Family,None
84,Expense,2023-03-09 20:27:06,20:27,Maths book,-384.0,INR,1.0,Household,School,AmitK CC,,0 Adi,None
85,Expense,2023-03-09 11:48:59,11:48,BB coffee,-40.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
86,Expense,2023-03-09 11:48:53,11:48,BB coffee,-31.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
87,Expense,2023-03-08 11:59:03,11:59,Adi b'day cake,-2100.0,INR,1.0,Entertainment,Party,AmitK CC,,0 Family,None
88,Expense,2023-03-08 11:58:55,11:58,BigBasket,-720.0,INR,1.0,Household,Grocery,Sodexho,,0 Family,None
89,Expense,2023-03-06 17:58:36,17:58,Anup Bakery,-66.0,INR,1.0,Entertainment,Party,AmitK Savings,,0 Family,None
90,Expense,2023-03-06 17:58:28,17:58,BB coffee,-31.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Amit,None
93,Expense,2023-03-05 21:57:42,21:57,Kisan Connect,-233.0,INR,1.0,Household,Grocery,Sodexho,,0 Family Health ,None
94,Expense,2023-03-05 21:23:33,21:23,Paan,-40.0,INR,1.0,Entertainment,Dining Out,Dipti Savings,,0 Dipti,None
95,Expense,2023-03-05 19:50:09,19:50,Bounty Sizzlers,-2223.0,INR,1.0,Entertainment,Party,AmitK CC,,0 Family,None
96,Expense,2023-03-05 19:49:53,19:49,Grocery Goyal,-200.0,INR,1.0,Entertainment,Party,AmitK Savings,,0 Family,None
97,Expense,2023-03-05 19:49:34,19:49,Use n throw stuff,-220.0,INR,1.0,Entertainment,Party,AmitK Savings,,0 Family,None
98,Expense,2023-03-05 19:49:24,19:49,Garg Pedhi,-933.0,INR,1.0,Entertainment,Party,Sodexho,,0 Family,None
99,Expense,2023-03-05 07:00:17,07:00,Renuga pipe gas bill,-510.0,INR,1.0,Household,Monthly,AmitK Savings,,0 Family,None
100,Expense,2023-03-04 22:14:36,22:14,Gramin Kulfi,-615.0,INR,1.0,Entertainment,Dining Out,Sodexho,,0 Family,None
101,Expense,2023-03-04 17:54:59,17:54,Chikki,-100.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,0 Family,None
102,Expense,2023-03-04 17:54:47,17:54,Auto Nyati,-160.0,INR,1.0,Travel,Cab,AmitK Savings,,0 Family,None
103,Expense,2023-03-04 08:41:22,08:41,Begger,-20.0,INR,1.0,Household,Donation,Wallet,,0 Family,None
104,Expense,2023-03-04 08:30:57,08:30,Auto KYN,-150.0,INR,1.0,Travel,Travel,AmitK Savings,,0 Family,None
105,Expense,2023-03-03 21:39:01,21:39,Food Agasti,-135.0,INR,1.0,Entertainment,Dining Out,AmitK Savings,,0 Family,None
106,Expense,2023-03-03 17:18:31,17:18,Auto Dmbl,-80.0,INR,1.0,Travel,Cab,AmitK Savings,,0 Amit,None
107,Expense,2023-03-02 17:37:58,17:37,Night cream,-1600.0,INR,1.0,Entertainment,Shopping,Dipti Savings,,0 Dipti,None
108,Expense,2023-03-02 17:19:04,17:19,Auto Pune,-163.0,INR,1.0,Travel,Cab,AmitK Savings,,0 Family,None
109,Expense,2023-03-02 17:19:03,17:19,Auto Molinia,-150.0,INR,1.0,Travel,Cab,AmitK Savings,,0 Family,None
110,Expense,2023-03-02 14:58:11,14:58,Kaventers,-451.0,INR,1.0,Entertainment,FoodDelivery,Sodexho,,0 Family,None
111,Expense,2023-03-02 12:29:01,12:29,Amazon shopping,-831.0,INR,1.0,Entertainment,Shopping,Sodexho,,0 Dipti,None
